,Feature,Importance
7372,TMEM43,0.0
5395,IGFBP4,0.0
7371,CISH,0.0
5396,PET112,0.0
7370,DCTN3,0.0
7369,SEC11C,0.0
7368,MANBA,0.0
7367,PINX1,0.0
5397,KLHL7,0.0
7366,ADAP2,0.0
7365,RTN4,0.0
7364,WDR82,0.0
7363,ZNF589,0.0
7362,CHAF1B,0.0
7361,SLC30A7,0.0
5398,C14orf182,0.0
7360,SPRY2,0.0
7359,PRPSAP2,0.0
7357,MTRF1L,0.0
7356,TACC3,0.0
7355,CCDC50,0.0
5399,DCAF11,0.0
7354,EBI3,0.0
5400,PMP22,0.0
5401,C11orf80,0.0
7240,BCL6,0.0
7239,CD4,0.0
5467,TAF1B,0.0
7121,OBSCN,0.0
7129,IL2RG,0.0
7128,CYB561,0.0
5530,CTCF,0.0
7127,PARVB,0.0
5533,PPT2-EGFL8,0.0
7126,XYLT1,0.0
7125,SELO,0.0
7124,KIAA1468,0.0
5535,WDFY3,0.0
5536,SF3B14,0.0
5537,FAM188A,0.0
7122,ATAD3B,0.0
7120,CEP170,0.0
7106,TCF7L2,0.0
7119,IPPK,0.0
7118,PNMA1,0.0
7117,RUSC1,0.0
5538,PLEKHA5,0.0
7115,FZD6,0.0
7114,TMEM167B,0.0
7113,ATP6V1E1,0.0
7111,TMEM194A,0.0
5540,SORT1,0.0
7110,RARS2,0.0
7109,KMT2E,0.0
5541,SIRT7,0.0
5529,CAMLG,0.0
7130,RASSF2,0.0
7131,RWDD4,0.0
5528,ASAH1,0.0
7154,EIF4E3,0.0
7153,HN1L,0.0
7152,ERCC6,0.0
7151,ZNF652,0.0
7150,TNK2,0.0
7149,DPP8,0.0
7148,AMMECR1,0.0
5520,ANKRD17,0.0
7146,GTSE1,0.0
7145,GMDS,0.0
7144,SLC35B2,0.0
7143,ERCC6-PGBD3,0.0
5522,LIMA1,0.0
5523,CDC37L1,0.0
7141,ELOVL5,0.0
5524,CYB561D1,0.0
5525,SDK2,0.0
7138,BBS9,0.0
7137,ACSS1,0.0
5526,HIST1H2BD,0.0
7136,ZDHHC20,0.0
7134,SCAMP1,0.0
7133,ZEB1,0.0
7132,TRIT1,0.0
5527,PTPN12,0.0
7107,NTNG2,0.0
5542,SELPLG,0.0
5517,MTMR9,0.0
7072,AHCY,0.0
7081,HLA-DQB1,0.0
5552,SNRNP35,0.0
7080,TDRKH,0.0
5553,CHURC1-FNTB,0.0
7078,PRKAR1B,0.0
5554,MDN1,0.0
7077,CKAP2L,0.0
7076,LRRC8D,0.0
7075,TXNRD2,0.0
7074,DNAJA1,0.0
5555,RGPD2,0.0
7073,MESDC2,0.0
5556,C14orf80,0.0
7105,FBXL12,0.0
7071,ARMC2,0.0
7070,TBC1D2B,0.0
7069,LEAP2,0.0
7068,TM9SF4,0.0
7067,PRKAB2,0.0
7066,YKT6,0.0
7065,LIN7C,0.0
7064,PPP2R3C,0.0
7063,GNLY,0.0
7062,TRIM21,0.0
7061,RNF8,0.0
5559,POLQ,0.0
7082,PIK3C2A,0.0
7083,PPP1R12B,0.0
7084,DDX50,0.0
7085,GNB2,0.0
7104,MUT,0.0
6780,MOB1B,0.0
5544,PPHLN1,0.0
7103,FAM110A,0.0
7102,RPP21,0.0
5545,E2F4,0.0
7101,PVR,0.0
7100,BAG4,0.0
7099,SPDYE2B,0.0
7098,CPNE8,0.0
5546,EFCAB13,0.0
5548,C21orf91,0.0
5549,MICAL1,0.0
7095,PIGL,0.0
7094,SEMA4C,0.0
7093,CYP2S1,0.0
7092,WDR6,0.0
7091,CTD-2228K2.5,0.0
7090,ABTB2,0.0
7089,NUDT14,0.0
5550,DNAAF2,0.0
7088,GRWD1,0.0
7087,JUP,0.0
7086,ZCRB1,0.0
5551,MTCP1,0.0
5519,CCZ1B,0.0
5516,SNRNP48,0.0
5468,CARD11,0.0
5485,MBOAT1,0.0
7219,UFL1,0.0
7218,SIMC1,0.0
5483,IMPACT,0.0
7217,RELL1,0.0
7216,JMJD7,0.0
7215,HSF2,0.0
7214,CHPF2,0.0
7213,TMEM218,0.0
7212,AACS,0.0
7211,ARPP19,0.0
7210,C17orf75,0.0
5484,DUSP3,0.0
7208,C1GALT1C1,0.0
5491,FOXO1,0.0
7207,MMS22L,0.0
7206,ARPC5,0.0
5486,ATP6V0A1,0.0
5487,LACE1,0.0
7205,PRAF2,0.0
5488,CRTAM,0.0
7204,GLA,0.0
7203,FN1,0.0
7202,NCKAP5L,0.0
7201,ORC3,0.0
7200,ALG13,0.0
5489,EBPL,0.0
7220,ZBED6CL,0.0
5482,JAKMIP1,0.0
7221,PPP2R4,0.0
7222,SIGLEC5,0.0
7238,FBXW2,0.0
5469,CX3CR1,0.0
5470,STXBP5,0.0
7237,BTN3A1,0.0
7236,INTS10,0.0
7235,RAB30,0.0
7234,C2orf47,0.0
7233,CCDC88C,0.0
5471,IGJ,0.0
5473,NPRL2,0.0
7232,IGLV2-14,0.0
5474,ZBTB8OS,0.0
5475,EIF2AK3,0.0
7230,PIGA,0.0
5476,RNF126,0.0
5477,ALAS1,0.0
7229,CLEC4E,0.0
5478,POP1,0.0
7227,CCDC126,0.0
7226,CDC6,0.0
5480,LPAR6,0.0
5481,TMPPE,0.0
7225,FGFR1,0.0
7224,GSKIP,0.0
7223,PREB,0.0
5490,AL022328.1,0.0
7199,ZNF432,0.0
5514,KIAA0753,0.0
7164,WWTR1,0.0
7172,ARHGEF19,0.0
7171,PDCD2,0.0
5501,GNAQ,0.0
5502,TRAPPC10,0.0
7170,LRIG2,0.0
7169,COQ10A,0.0
7168,PSEN1,0.0
5503,ZDHHC24,0.0
5504,FARSB,0.0
7167,ARHGAP18,0.0
7166,FCER2,0.0
5505,RP11-438J1.1,0.0
5507,TMEM131,0.0
7197,IL15,0.0
7163,SF3B5,0.0
7162,JKAMP,0.0
7161,SCYL2,0.0
5508,FTH1,0.0
7160,CD80,0.0
7159,CKAP5,0.0
7158,NDUFB1,0.0
5510,FPR3,0.0
7157,LIMK1,0.0
5511,SLC25A51,0.0
5512,ABCD4,0.0
5513,ANAPC1,0.0
7173,DEPDC1B,0.0
5500,TMEM185A,0.0
7174,BX255923.1,0.0
5499,MPV17,0.0
5492,RAB11A,0.0
7195,DVL3,0.0
7194,TRUB2,0.0
7193,GRSF1,0.0
7192,SPATA33,0.0
7191,DLGAP4,0.0
7190,DUSP7,0.0
5493,TDG,0.0
7189,RARS,0.0
5494,PDLIM5,0.0
7187,MID1IP1,0.0
7186,ZNF585B,0.0
7184,TFDP2,0.0
5495,ATP6V1H,0.0
5496,ZNF91,0.0
7183,SMARCB1,0.0
7182,FBXO33,0.0
7181,C2CD2,0.0
7180,HIST1H4C,0.0
7179,INSIG1,0.0
7178,PRDM15,0.0
7177,ZNF699,0.0
5497,EDARADD,0.0
5498,WDR5,0.0
7176,AGPAT4,0.0
6781,PAXIP1-AS2,0.0
5717,CRBN,0.0
6779,TMEM184C,0.0
5918,PMAIP1,0.0
6284,FANCL,0.0
6283,CTD-2260A17.2,0.0
6282,SLC2A4RG,0.0
6281,PDP1,0.0
6280,NOTCH2,0.0
5913,ANKS1A,0.0
5914,TIAM2,0.0
6278,ADCK5,0.0
6277,CHCHD10,0.0
5915,FNDC3A,0.0
5916,ST8SIA4,0.0
5917,CDIPT,0.0
6275,PCYOX1,0.0
6286,ASUN,0.0
5919,COPS8,0.0
5921,C1orf216,0.0
6274,UROS,0.0
5922,SMIM15,0.0
5923,AQP3,0.0
5924,PIK3C2B,0.0
6273,MR1,0.0
5925,IL6ST,0.0
6272,BAHD1,0.0
6271,ZNF573,0.0
6270,HVCN1,0.0
5926,C1orf54,0.0
5912,SLC25A22,0.0
5911,POLD1,0.0
6307,FAM8A1,0.0
6297,SESTD1,0.0
6305,DARS,0.0
5900,CCDC109B,0.0
5901,ZC3H7A,0.0
6304,EXOSC6,0.0
5903,ANKRD46,0.0
6303,ZSWIM1,0.0
6302,DUSP8,0.0
6301,CCDC92,0.0
5905,NDUFV1,0.0
6300,EFNA4,0.0
6299,MSH5-SAPCD1,0.0
6298,FAM196B,0.0
6296,TPCN1,0.0
6287,GALNT7,0.0
5906,PDLIM2,0.0
6295,COA4,0.0
6294,STYXL1,0.0
5907,PKMYT1,0.0
5908,KIAA0430,0.0
6292,ATP8A1,0.0
5909,GPKOW,0.0
6291,ZC3H6,0.0
5910,ERI3,0.0
6290,FAM76B,0.0
6289,CCNY,0.0
6288,ZNF174,0.0
5929,ZNF417,0.0
5930,KLHL2,0.0
6268,GSTO2,0.0
5943,FGFR1OP2,0.0
6241,H1F0,0.0
6240,CYB5R1,0.0
6239,BAZ2B,0.0
6238,SDHB,0.0
6237,MSH2,0.0
6236,NUDC,0.0
5941,ATP6V0C,0.0
5942,USP20,0.0
6235,MTAP,0.0
6234,ST6GALNAC2,0.0
6233,ZNF281,0.0
6232,UBE2N,0.0
5944,SLC27A1,0.0
6267,HIRIP3,0.0
6231,STX2,0.0
6230,ABI3,0.0
6229,GPATCH1,0.0
6228,TMEM234,0.0
6227,CBWD3,0.0
6226,WDR77,0.0
6225,SCAF1,0.0
6224,KIAA0101,0.0
6223,CAMK1,0.0
5945,ZNF93,0.0
5946,ITPR1,0.0
5947,ATP9B,0.0
6242,UHMK1,0.0
6243,WBP5,0.0
6244,SMARCA4,0.0
5940,APEX2,0.0
5931,CDC23,0.0
6265,BTN2A1,0.0
5932,MAP3K2,0.0
5933,DPP4,0.0
6263,SNTB1,0.0
6262,METTL14,0.0
6261,ATP7A,0.0
6260,PPP2R2A,0.0
6259,PTPRE,0.0
6258,C14orf64,0.0
6257,ADAP1,0.0
5934,TRAV12-3,0.0
5935,RNMTL1,0.0
5936,CHD1L,0.0
6254,PSMD10,0.0
6253,MED9,0.0
6252,IFI35,0.0
6251,TCEAL3,0.0
6250,CD81,0.0
6249,RAP2A,0.0
6248,FAF1,0.0
5937,MXD3,0.0
6247,AFAP1,0.0
5938,GTSF1,0.0
6246,MGME1,0.0
6306,ELP5,0.0
5899,DONSON,0.0
5949,HINT2,0.0
5870,ENTPD7,0.0
5861,RQCD1,0.0
6364,AGPS,0.0
6363,SUSD1,0.0
5862,TNFSF12,0.0
5863,PNKP,0.0
6362,TIMP2,0.0
5865,RNF7,0.0
6361,NUDT17,0.0
5866,EBAG9,0.0
6360,RNF2,0.0
5867,BRWD1,0.0
5868,DAPK3,0.0
6359,PHACTR2,0.0
6367,ZNF383,0.0
6358,MAP2K7,0.0
6357,GAS6,0.0
6356,GNA13,0.0
6355,RAB8A,0.0
6354,OSTC,0.0
5871,CDK1,0.0
5872,DDX26B,0.0
6353,XRCC1,0.0
5873,KLRB1,0.0
5874,NCAPG2,0.0
6352,RPAIN,0.0
6351,GSK3A,0.0
6366,KCTD13,0.0
5860,FBXO42,0.0
6308,CSTF2T,0.0
6380,C5orf15,0.0
6392,ZCCHC8,0.0
6391,VPS37C,0.0
5853,HS1BP3,0.0
6390,SEC23A,0.0
6389,PRDX4,0.0
6388,RBAK,0.0
6387,RBBP5,0.0
5854,FAM50B,0.0
5855,SLC8A1,0.0
6384,PTAFR,0.0
6382,SRBD1,0.0
6381,MED22,0.0
5856,USP38,0.0
5859,CNPY4,0.0
6378,COG8,0.0
6377,TNF,0.0
6376,ZNF2,0.0
6375,FAM122C,0.0
7420,WDR7,0.0
5857,IKBKAP,0.0
5858,LENG9,0.0
6372,STK36,0.0
6371,ZNF562,0.0
6370,REPIN1,0.0
6369,POLR1C,0.0
6368,RBM26,0.0
5875,ARPC1A,0.0
6350,MTPAP,0.0
6349,RNF214,0.0
6319,PITRM1,0.0
6328,SPRYD4,0.0
5891,PLXDC2,0.0
6327,RABEPK,0.0
5892,WBSCR16,0.0
5893,OSBPL5,0.0
6325,GABARAPL2,0.0
6324,ZNF420,0.0
5894,VHL,0.0
6323,LRCH1,0.0
6322,GSDMD,0.0
6321,SNRPD3,0.0
6320,MYC,0.0
6318,SOGA1,0.0
6348,ZCCHC4,0.0
6317,PHPT1,0.0
6316,USP28,0.0
5895,CBY1,0.0
6315,FBXO3,0.0
6314,SAMD4B,0.0
6313,CNTROB,0.0
6312,NFIC,0.0
6311,RCN1,0.0
6310,PIN1,0.0
5896,TMEM55B,0.0
5898,ELMOD2,0.0
6309,ZNF808,0.0
6329,CNOT7,0.0
5890,AURKB,0.0
6330,CREBRF,0.0
5888,CD302,0.0
5876,TM9SF2,0.0
5877,ZNF259,0.0
6347,ING5,0.0
6346,MRRF,0.0
6345,RAB39B,0.0
6344,TAOK3,0.0
5878,TOB2,0.0
6343,C12orf57,0.0
6342,ZAP70,0.0
6341,AC024592.12,0.0
5879,PTPRM,0.0
6338,RP11-302M6.4,0.0
6337,ALDH2,0.0
6336,TMEM62,0.0
5880,B4GALT5,0.0
6335,HEXB,0.0
6334,IBA57,0.0
5881,ISG20L2,0.0
6333,ITGA6,0.0
5882,PEX1,0.0
5883,SLC41A3,0.0
5884,RTF1,0.0
5885,DEAF1,0.0
5886,NGRN,0.0
5887,ZNF248,0.0
5948,ATF7IP2,0.0
6220,EEPD1,0.0
5852,TSEN2,0.0
6083,ARHGAP10,0.0
6092,MIB1,0.0
5992,SHPRH,0.0
6090,NAA15,0.0
5993,SLC29A3,0.0
5994,SP1,0.0
6089,KLHL5,0.0
6088,CMC4,0.0
5995,CCR1,0.0
5997,PDCD6,0.0
6086,MED26,0.0
6085,MPV17L,0.0
5998,KCTD20,0.0
6082,MSRB1,0.0
6094,STRADA,0.0
5999,HK2,0.0
6000,TMEM70,0.0
6081,LZIC,0.0
6080,RP11-468E2.4,0.0
6002,PSMD1,0.0
6079,GGA2,0.0
6004,ASB6,0.0
6077,SLC25A25,0.0
6005,GLRX2,0.0
6006,GLRX,0.0
6076,MATR3,0.0
6075,TUBG2,0.0
6093,ANAPC10,0.0
6095,CSNK2A2,0.0
5984,VEZF1,0.0
6107,WDR55,0.0
5985,FBLN7,0.0
6117,IL12RB2,0.0
6116,CEP95,0.0
5986,TRIP4,0.0
6115,ZNF516,0.0
6114,ZBTB44,0.0
6112,TCF19,0.0
6111,ATP5C1,0.0
6110,ATP11C,0.0
5987,CADM1,0.0
5988,CLN5,0.0
6108,COPS2,0.0
6106,AGAP3,0.0
5991,MYO1G,0.0
5989,C10orf76,0.0
6105,IFIH1,0.0
6104,N4BP2L2,0.0
5990,HMGCL,0.0
6103,HADHB,0.0
6102,SCO2,0.0
6101,FAHD2B,0.0
6100,NAALADL1,0.0
6099,MESDC1,0.0
6098,PTOV1,0.0
6097,SNRNP25,0.0
6096,HS2ST1,0.0
6074,TUBG1,0.0
6073,FAM156A,0.0
6007,LDB1,0.0
6045,NPIPA8,0.0
6053,ZFP91,0.0
6052,BTK,0.0
6051,CSGALNACT2,0.0
6050,ATG9A,0.0
6049,CCNB2,0.0
6024,PITPNA,0.0
6048,STIM2,0.0
6047,ARHGAP11A,0.0
6025,CTSH,0.0
6046,POLR1E,0.0
6026,PTBP3,0.0
6027,CBFA2T2,0.0
6044,FBXO32,0.0
6072,TARS2,0.0
6043,EIF4G1,0.0
6042,ZRANB1,0.0
6029,DPM1,0.0
6040,NF2,0.0
6039,COIL,0.0
6038,MARCO,0.0
6037,TSPAN32,0.0
6036,SUFU,0.0
6030,H2AFX,0.0
6035,PQLC1,0.0
6034,RBM4B,0.0
6031,CCDC18,0.0
6054,ATG2B,0.0
6055,MED10,0.0
6022,FAM133B,0.0
6021,PTCH1,0.0
6008,NTHL1,0.0
6071,SEMA4A,0.0
6009,SCYL1,0.0
6070,KBTBD8,0.0
6069,MTMR4,0.0
6068,NAMPT,0.0
6067,DDX41,0.0
6066,PRR11,0.0
6010,LMBR1,0.0
6065,NPEPL1,0.0
6064,TROAP,0.0
6011,WDR90,0.0
6063,PELO,0.0
6012,RHOB,0.0
6062,CTD-2370N5.3,0.0
6060,SLC4A8,0.0
6013,EIF2B2,0.0
6059,PCGF5,0.0
6015,QTRTD1,0.0
6057,HSPBP1,0.0
6016,KIAA2013,0.0
6017,PRAM1,0.0
6018,TM9SF1,0.0
6019,TTF2,0.0
6020,NUP85,0.0
6118,EDEM3,0.0
5983,ZNF446,0.0
5950,XRRA1,0.0
6184,MEAF6,0.0
5965,ZNF250,0.0
6193,MIER2,0.0
6192,GNG7,0.0
6191,C19orf38,0.0
6190,HERPUD2,0.0
5966,ANAPC16,0.0
6189,GALM,0.0
5967,TRIM16,0.0
6188,COX8A,0.0
6187,COA6,0.0
6186,SH2D3A,0.0
6185,SLC2A6,0.0
6183,SLC35A3,0.0
5964,XKR8,0.0
6182,EOMES,0.0
6180,SSSCA1,0.0
6179,CYB5D2,0.0
6178,DDX60L,0.0
6177,LTB4R,0.0
6176,SNRPF,0.0
6175,DNAJC5,0.0
5969,FBXO4,0.0
5971,RFK,0.0
6174,BRPF1,0.0
6173,CAPN3,0.0
6172,FASTK,0.0
6195,NOTCH1,0.0
6196,ITGA1,0.0
5982,TDRD7,0.0
6208,USP53,0.0
6219,GBGT1,0.0
6218,RHOT2,0.0
6216,CTC-260F20.3,0.0
6215,PRKRIP1,0.0
5951,TESK1,0.0
5954,YAF2,0.0
5955,AIP,0.0
5957,BCL11B,0.0
6212,ACPL2,0.0
6210,SGK223,0.0
5958,HNRNPA2B1,0.0
6209,ACLY,0.0
6207,SLC9A1,0.0
6197,PIAS2,0.0
5959,AURKAIP1,0.0
5960,GAA,0.0
6205,ZCCHC6,0.0
6204,CHFR,0.0
5961,ISOC2,0.0
6203,VRK2,0.0
6202,ATF7,0.0
6201,ZNF430,0.0
6200,TP53,0.0
5962,TNFAIP8L2,0.0
5963,LATS1,0.0
6198,C19orf44,0.0
6171,FAM46C,0.0
6170,CTRL,0.0
6169,GLTSCR1,0.0
6131,VAV1,0.0
6142,RHOBTB2,0.0
6141,MIIP,0.0
6140,FBXO7,0.0
6139,SNX29,0.0
6138,TICAM2,0.0
6137,HIST1H1C,0.0
6136,IDNK,0.0
5979,MCAT,0.0
6135,DHX35,0.0
6134,NDRG3,0.0
6133,HSD17B10,0.0
6132,ARHGAP12,0.0
6130,GPR65,0.0
6168,CORO1B,0.0
6129,ZFP36L1,0.0
6128,AMICA1,0.0
6127,LZTS2,0.0
6126,CRY2,0.0
5980,LMCD1,0.0
6125,DDX52,0.0
5981,AC013449.1,0.0
6124,ICA1,0.0
6123,MON1A,0.0
6122,KIF24,0.0
6121,TMEM134,0.0
6120,ERV3-1,0.0
6143,CDK5RAP2,0.0
6144,UBE2Q2,0.0
5978,NACA2,0.0
6145,NAA16,0.0
6167,HSPD1,0.0
6166,TSFM,0.0
6165,FCN1,0.0
5973,LRP2BP,0.0
6164,NDUFS3,0.0
6163,IFI27L1,0.0
6162,RWDD1,0.0
5974,FBXW8,0.0
6161,ABHD12,0.0
6160,DAPK1,0.0
6159,DCAF10,0.0
5975,RFC2,0.0
6158,FLVCR1,0.0
6157,SBF1,0.0
5976,PSMD7,0.0
5977,NET1,0.0
6154,IKZF2,0.0
6153,RP11-529K1.3,0.0
6152,APOC1,0.0
6151,RWDD3,0.0
6150,ANGEL1,0.0
6149,TRIM59,0.0
6148,ACTR3C,0.0
6147,EIF2D,0.0
6146,RAB11FIP3,0.0
6393,ZNF10,0.0
6394,METTL18,0.0
6778,FABP5,0.0
6655,SARNP,0.0
6666,TSN,0.0
6665,CDC16,0.0
6664,CHN2,0.0
5753,TSNAX,0.0
6663,UBE2D1,0.0
6662,EIF3B,0.0
6661,PSMG4,0.0
6660,KAT6B,0.0
6659,GRHPR,0.0
6658,FBXO8,0.0
6657,LSP1,0.0
6656,NOD1,0.0
6654,VWA8,0.0
6667,RP11-1035H13.3,0.0
5754,RAB11FIP2,0.0
6653,DDA1,0.0
6652,CREG1,0.0
6651,CARD16,0.0
6650,PARP16,0.0
6649,CISD3,0.0
6648,DIP2B,0.0
6647,COX6A1P2,0.0
5756,TM2D3,0.0
6646,ZNF559,0.0
6644,IL10RB,0.0
6642,CXorf57,0.0
5752,EPB41L2,0.0
6668,CDCA4,0.0
5741,SYF2,0.0
5747,THAP11,0.0
5742,RBM5,0.0
6687,TRBV19,0.0
5743,NANS,0.0
6686,ARL4A,0.0
6685,SLC18A2,0.0
6684,PARP12,0.0
6683,LCK,0.0
5744,HIST1H3G,0.0
6682,NDUFB3,0.0
5745,TOMM40,0.0
6681,HIST2H4B,0.0
5746,NR1D2,0.0
5748,CDK7,0.0
5751,TAF5L,0.0
6679,RRAS2,0.0
6678,PISD,0.0
5749,LLGL1,0.0
6677,AP2S1,0.0
6676,WDR73,0.0
5750,SLC25A32,0.0
6675,CDADC1,0.0
6674,FCGR2C,0.0
6673,SMEK1,0.0
6672,RIPK2,0.0
6671,CTD-2369P2.12,0.0
6670,MED11,0.0
6641,SLC2A14,0.0
6640,FIP1L1,0.0
5757,UBE2L3,0.0
5771,NUP43,0.0
6614,ACADSB,0.0
6613,PRRG4,0.0
6612,ACSL5,0.0
6611,TBC1D7,0.0
6610,YTHDC1,0.0
6609,CBL,0.0
5767,DDX39A,0.0
6608,MAPK13,0.0
5768,SRP54,0.0
5770,MPEG1,0.0
6605,LRP1,0.0
6604,GPR137,0.0
6602,EPB41L5,0.0
6638,SNX8,0.0
6601,UPF1,0.0
5772,WBP1,0.0
5773,LPCAT3,0.0
6599,CALHM2,0.0
6598,FKBP15,0.0
6597,CR2,0.0
6596,CRNKL1,0.0
6594,ITGA2,0.0
5774,PIP5K1C,0.0
6593,TMEM260,0.0
5775,TMEM104,0.0
5776,PHF11,0.0
6615,ST3GAL4,0.0
6616,NDRG2,0.0
6617,ZYG11B,0.0
6618,POLE3,0.0
6637,ADH5,0.0
6635,TMEM19,0.0
5758,TSC22D2,0.0
5759,ANKRD39,0.0
6633,HDAC6,0.0
5760,TINF2,0.0
6632,IRF2,0.0
6631,CEP128,0.0
5761,JRKL,0.0
5762,ATAD3A,0.0
6630,UTP23,0.0
6629,EAF1,0.0
5763,CES2,0.0
6628,TP53I11,0.0
6627,TMEM201,0.0
6626,GHITM,0.0
6625,LY6G5B,0.0
5765,CPNE5,0.0
6624,RBPJ,0.0
6623,CEP57L1,0.0
6622,HRH2,0.0
5766,COL19A1,0.0
6621,SH3GL1,0.0
6620,ZNF273,0.0
6619,ACBD6,0.0
6688,VASP,0.0
6689,CRTC3,0.0
6590,CTDSP1,0.0
6746,ZNF839,0.0
6755,KAT2B,0.0
6754,CPPED1,0.0
6753,CNOT10,0.0
6752,ZNF683,0.0
6751,NDUFS5,0.0
6750,PRKCA,0.0
6749,AREL1,0.0
5704,DDX20,0.0
5705,APC,0.0
6747,STRAP,0.0
5707,NAA60,0.0
5708,LMO4,0.0
5709,MLLT3,0.0
5703,ATG4C,0.0
6745,NCDN,0.0
5710,ABCA5,0.0
6744,PDE6B,0.0
6743,TAF9B,0.0
6742,KLHL25,0.0
6741,VPS52,0.0
6740,MEF2A,0.0
6739,FAM118A,0.0
6738,AIFM1,0.0
5711,TRBV4-2,0.0
6737,ZNF577,0.0
5712,HIST1H2BG,0.0
6756,DUSP12,0.0
6757,FAM212B,0.0
6690,ZUFSP,0.0
5696,MFF,0.0
6777,EVA1C,0.0
6776,POMZP3,0.0
5693,CD276,0.0
5694,ZNF136,0.0
6774,XRN2,0.0
6773,CEP135,0.0
6772,KIF15,0.0
6771,CMPK2,0.0
6770,SLC25A44,0.0
6769,PYROXD1,0.0
6768,CUEDC2,0.0
5695,RP11-849F2.7,0.0
6767,UTP11L,0.0
6758,FAM35A,0.0
6766,ALKBH3,0.0
6765,SMN1,0.0
5698,ZBTB9,0.0
6764,MZF1,0.0
6763,RAB4B,0.0
5699,SAMD3,0.0
5700,SMIM7,0.0
6762,TMF1,0.0
6761,VCAN,0.0
6760,RTP4,0.0
6759,ZSWIM4,0.0
5701,ZDHHC6,0.0
5713,EFTUD2,0.0
5715,GNG2,0.0
6734,FUK,0.0
6703,ZFP30,0.0
5731,GAR1,0.0
6712,GCSAM,0.0
6711,WASL,0.0
5732,TDRD3,0.0
6710,RBM27,0.0
5733,ADNP2,0.0
5734,THEMIS,0.0
6707,PMVK,0.0
6706,QSER1,0.0
5735,NUCB1,0.0
6705,COL4A3BP,0.0
6704,MYL12A,0.0
5736,PUS10,0.0
5716,ZNF282,0.0
5737,SLA2,0.0
6700,COX15,0.0
6699,KLHDC3,0.0
6698,CLN8,0.0
5738,TSPYL4,0.0
6696,LYN,0.0
6695,DEGS1,0.0
6694,SPHK1,0.0
6693,LRRC7,0.0
5739,RHD,0.0
6692,BDH1,0.0
6691,GPR174,0.0
5730,DFFB,0.0
6713,LILRB2,0.0
6714,ACAT2,0.0
6715,AQR,0.0
6032,CXorf65,0.0
6733,MROH7-TTC4,0.0
5718,ETAA1,0.0
6732,VAT1,0.0
5719,NAPRT1,0.0
6731,FAS,0.0
6730,S1PR4,0.0
6729,LGALS8,0.0
6728,RSRC1,0.0
6727,EPC1,0.0
6726,ERP29,0.0
6725,H1FX,0.0
5720,IFI27L2,0.0
5722,HMGA1,0.0
6724,GMEB1,0.0
5724,TRANK1,0.0
6722,NDUFA13,0.0
5725,FIGNL1,0.0
5726,PAPD7,0.0
6720,SC5D,0.0
6719,TAB3,0.0
5727,SPECC1L,0.0
6717,RP1-130H16.18,0.0
5728,PLAU,0.0
6716,TMEM261,0.0
6591,ESCO2,0.0
6589,PCMTD2,0.0
6395,C2CD2L,0.0
6456,GTDC1,0.0
6465,RAD54L,0.0
5826,HIST1H2BF,0.0
6464,SASS6,0.0
6463,DENND6B,0.0
6462,POLG2,0.0
5827,HNRNPH3,0.0
6460,XRCC6BP1,0.0
5828,ZDHHC7,0.0
6458,EFR3A,0.0
6457,YEATS2,0.0
5829,LGALS9C,0.0
5830,WIPI1,0.0
5831,NPTN,0.0
5825,YARS2,0.0
6455,FAM114A2,0.0
6454,SMEK2,0.0
6453,ATMIN,0.0
6452,PSMC3,0.0
6451,SUPT3H,0.0
6450,STK38,0.0
6449,MTERFD3,0.0
6448,NBEAL2,0.0
5833,NPIPB9,0.0
6447,CCDC53,0.0
6446,CYB5B,0.0
6445,PUSL1,0.0
6466,SEPHS2,0.0
6468,SIPA1L3,0.0
6494,ZNF76,0.0
6480,ATG4D,0.0
6492,MAN2A1,0.0
6491,C11orf73,0.0
6490,SDF2L1,0.0
6489,DUSP22,0.0
5816,ZDHHC3,0.0
6487,RAB43,0.0
6486,LZTFL1,0.0
6485,DGKD,0.0
6484,CDKN2AIPNL,0.0
6483,KIAA2026,0.0
6482,ARHGAP21,0.0
6481,KDELC2,0.0
6479,ADORA2A,0.0
6469,CCDC90B,0.0
5817,ALDH16A1,0.0
6478,ANGEL2,0.0
5818,NUSAP1,0.0
6477,FECH,0.0
6476,GBAS,0.0
6475,DHX29,0.0
5819,SGCB,0.0
5820,RDH13,0.0
5821,PRRC2A,0.0
5822,DNAJC24,0.0
5824,MCEE,0.0
6470,GSK3B,0.0
6444,NOP16,0.0
6443,FMNL1,0.0
6442,ZCCHC11,0.0
6406,ACTR8,0.0
6416,TMEM38B,0.0
6415,TBC1D32,0.0
6414,WSB2,0.0
6413,MINPP1,0.0
6412,AGAP2,0.0
6411,RC3H2,0.0
5841,EXOC7,0.0
5843,STAT3,0.0
6410,AP5M1,0.0
6409,ZNF28,0.0
6408,LDOC1L,0.0
6407,TRAM2,0.0
5845,YIF1A,0.0
5834,MPP1,0.0
6405,LMBRD2,0.0
5846,ANKRD52,0.0
6402,SLC30A4,0.0
6401,CD22,0.0
6400,CEP192,0.0
5847,DNAAF1,0.0
5849,TPRA1,0.0
6398,GTF2A1,0.0
5850,CEP68,0.0
6397,BACH1,0.0
5851,NCOR1,0.0
6396,SPIDR,0.0
6417,ELF1,0.0
6418,NPRL3,0.0
6419,ZKSCAN5,0.0
6420,YWHAQ,0.0
5835,RUNX1,0.0
